x,y,a
-0.0009982913391191298,0.07409271462042415,0.013472727272727273
-0.00720865006844658,0.24687750962748706,0.035927272727272724
-0.02793015480557672,0.5177676351836653,0.07634545454545455
-0.07108990971255043,0.8857198048751778,0.11676363636363637
-0.17006805417736315,1.4450491158419672,0.17514545454545455
-0.22579566822699154,1.7109612137347332,0.2065818181818182
-0.29869641013028847,2.02366931997554,0.22903636363636365
-0.363941696806012,2.2874169757830076,0.24250909090909092
-0.43964967464614196,2.5994639895545113,0.23801818181818182
-0.5120956744345732,2.9375793282621063,0.21107272727272727
-0.5630388333973189,3.204454922610158,0.18861818181818182
-0.6079770833664554,3.4724070489190213,0.16616363636363637
-0.646887767131253,3.7413006096315926,0.14370909090909093
-0.6828613685971887,4.060365836782628,0.11227272727272729
-0.7087885976331442,4.380404112577709,0.08083636363636365
-0.7217592319657262,4.602320710205915,0.0583818181818182
-0.7332927553201914,4.923206758076175,0.03592727272727275
-0.7399474548705415,5.1701162654395985,0.02694545454545457
-0.7452715724386734,5.466467447586386,0.01796363636363639
-0.7532572118990934,5.7627588564224945,0.02694545454545457
-0.7642357591281078,6.034234904865211,0.040418181818181846
-0.7764325559380482,6.280932752444251,0.04940000000000003
-0.796609454298164,6.626142440725984,0.05838181818181821
-0.8161153914238534,6.897139289036404,0.07185454545454548
-0.8400491232831613,7.1925704076866985,0.08083636363636365
-0.8666353626606286,7.487774644213618,0.08981818181818182
-0.8897906413525934,7.758485927685226,0.08532727272727274
-0.9117299508666603,8.029298469175078,0.08083636363636365
-0.947195440111317,8.522022081845359,0.07185454545454548
-0.9774606604849105,9.039834438555186,0.0583818181818182
-0.9974215380278412,9.533424350386376,0.04041818181818184
-1.0071808700015907,9.80494879011432,0.03592727272727275
-1.0157207160851645,10.07651431988387,0.031436363636363665
-1.0230409040449775,10.348115462698807,0.026945454545454574
-1.0280321258456435,10.570359235727235,0.022454545454545484
-1.0329125792535436,10.842015170881762,0.017963636363636393
-1.0390129614543577,11.113646449027618,0.022454545454545484
-1.0463331494141708,11.385247591842557,0.026945454545454574
-1.0524335316149849,11.656878869988413,0.022454545454545484
-1.059753719574798,11.928480012803352,0.026945454545454574
-1.065854101775612,12.200111290949208,0.022454545454545484
-1.0707345551835121,12.471767226103735,0.017963636363636393
-1.0743949813683886,12.743442339447398,0.013472727272727303
-1.077279001985474,13.064529117651414,0.008981818181818212
-1.0817157666255839,13.311488436107071,0.017963636363636393
-1.091032345996074,13.657161746415865,0.026945454545454574
-1.0999044436053116,13.904001523875994,0.03592727272727275
-1.1132109795257432,14.200101685121266,0.04490909090909093
-1.1434761998993368,14.717914041831094,0.05838181818181821
-1.1581123560712652,15.013951458925941,0.04940000000000003
-1.1680928954876406,15.26074890357542,0.040418181818181846
-1.1758569204209626,15.606457081648776,0.022454545454545484
-1.1791845721998944,15.853433834777874,0.013472727272727303
-1.1791845721998944,16.12513177988849,2.949029909160572e-17
